"log2foldchange","p.value","FDR","gene","direction"
0.121584324531767,0.343415895662902,0.904949258187915,"AB124611","ns"
-0.443958590043883,0.117167556984525,0.745185882399756,"Abat","ns"
-0.240187791233762,0.460201745118712,0.939640002886245,"Abca1","ns"
-0.522622458958563,0.662864329232919,0.980752189523642,"Abca14","ns"
-0.342293391200398,0.196846205038254,0.82649529522339,"Abca17","ns"
-0.185649398014667,0.586325376640915,0.969025007555918,"Abca2","ns"
-0.097349142547537,0.784023745951943,0.996096087873682,"Abca5","ns"
-0.828677216245722,0.0590986685100308,0.629633905983458,"Abca7","ns"
-0.0917546498572952,0.602773312365896,0.970909728271936,"Abcb4","ns"
-0.281776576992207,0.172050678522731,0.806114705977728,"Abcb7","ns"
-0.790569171201589,0.0229909342141143,0.447735076997659,"Abcb9","ns"
-0.613185273895845,0.0347673711076856,0.540152069862262,"Abcc1","ns"
-0.513479495345082,0.0994205977018036,0.715578932414061,"Abcc12","ns"
-0.501352938071405,0.195806519787472,0.82649529522339,"Abcc3","ns"
-0.631939648798833,0.0343477822215464,0.536620015528413,"Abcd3","ns"
-0.194325428762431,1,1,"Abcd4","ns"
-0.440834314030329,0.581527408160461,0.969025007555918,"Abce1","ns"
0.0522708095365381,0.875307216380623,1,"Abcf1","ns"
-0.31563326992065,0.223392099271958,0.847413126729821,"Abcf2","ns"
-0.480253342938222,0.348252511726046,0.904949258187915,"Abcg2","ns"
-0.190091816055801,0.81482930975397,0.998180567365338,"Abcg4","ns"
