"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","gene_set_db","cluster","direction","cluster_dir","Pathway","logp"
NA,NA,"GO:1901524","regulation of mitophagy","4/282","19/15173",0.000363211092051558,0.00425968451627555,0.00317960942675381,"15944/16145/54396/228361",4,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of mitophagy [GO_BP]",2.37062256472693
NA,NA,"GO:0071417","cellular response to organonitrogen compound","21/282","493/15173",0.000369994637706053,0.00432555245217234,0.00322877605144117,"17069/16362/20848/73158/19246/23797/19271/19055/16438/107607/15194/22027/100986/215449/14130/18033/18751/15894/16452/11789/12048",21,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","cellular response to organonitrogen compound [GO_BP]",2.36395841730719
NA,NA,"GO:0043244","regulation of protein-containing complex disassembly","9/282","119/15173",0.000378524725033602,0.00441136047476267,0.00329282680366868,"260315/15944/12343/16145/78798/56193/54396/17318/11789",9,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of protein-containing complex disassembly [GO_BP]",2.35542745235449
NA,NA,"GO:2001236","regulation of extrinsic apoptotic signaling pathway","10/282","145/15173",0.000381305459997206,0.00442983709952867,0.0033066185410746,"20684/19264/14827/74256/15194/18854/80707/15894/12048/170755",10,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of extrinsic apoptotic signaling pathway [GO_BP]",2.35361224399738
NA,NA,"GO:0002861","regulation of inflammatory response to antigenic stimulus","5/282","34/15173",0.000382895148416488,0.00443440443759845,0.00331002779617938,"14964/14972/14129/15040/14130",5,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of inflammatory response to antigenic stimulus [GO_BP]",2.35316469980808
NA,NA,"GO:0097529","myeloid leukocyte migration","12/282","204/15173",0.000442746582415211,0.00511158515398994,0.00381550424196483,"20293/16149/17096/227541/16409/14595/19271/109934/16423/193385/22324/12977",12,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","myeloid leukocyte migration [GO_BP]",2.29144439988951
NA,NA,"GO:0009896","positive regulation of catabolic process","21/282","500/15173",0.000445442404130312,0.00511653483479055,0.00381919889392154,"20128/209387/15944/16145/73158/78781/19246/72446/54396/76681/244667/107607/214290/15194/226641/209200/11920/71701/17698/11789/228361",21,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of catabolic process [GO_BP]",2.29102406472937
NA,NA,"GO:0002863","positive regulation of inflammatory response to antigenic stimulus","4/282","20/15173",0.000447415295402811,0.00511653483479055,0.00381919889392154,"14964/14972/14129/15040",4,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of inflammatory response to antigenic stimulus [GO_BP]",2.29102406472937
NA,NA,"GO:0060339","negative regulation of type I interferon-mediated signaling pathway","4/282","20/15173",0.000447415295402811,0.00511653483479055,0.00381919889392154,"434341/20847/56045/56417",4,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","negative regulation of type I interferon-mediated signaling pathway [GO_BP]",2.29102406472937
NA,NA,"GO:0002244","hematopoietic progenitor cell differentiation","10/282","148/15173",0.000448697739154595,0.00511653483479055,0.00381919889392154,"67138/19106/12394/17096/80287/56417/70122/19264/12571/11774",10,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","hematopoietic progenitor cell differentiation [GO_BP]",2.29102406472937
NA,NA,"GO:0032814","regulation of natural killer cell activation","6/282","54/15173",0.000477364423341606,0.00541013013120487,0.0040383508918131,"14964/14972/16362/15040/16859/16452",6,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of natural killer cell activation [GO_BP]",2.26679228857467
NA,NA,"GO:0097352","autophagosome maturation","6/282","54/15173",0.000477364423341606,0.00541013013120487,0.0040383508918131,"15944/16145/54396/78610/75909/11938",6,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","autophagosome maturation [GO_BP]",2.26679228857467
NA,NA,"GO:0045621","positive regulation of lymphocyte differentiation","9/282","123/15173",0.000482895544231842,0.00545613075281466,0.0040726877093751,"12394/16362/16149/19264/74734/74256/16859/11774/228361",9,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of lymphocyte differentiation [GO_BP]",2.26311523062697
NA,NA,"GO:0032635","interleukin-6 production","10/282","150/15173",0.000498905788963085,0.00561989317293979,0.00419492693455443,"20128/20848/16149/71586/12774/107607/16859/18987/16423/142980",10,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","interleukin-6 production [GO_BP]",2.25027193974121
NA,NA,"GO:0016239","positive regulation of macroautophagy","7/282","76/15173",0.000520264292218219,0.00584272565745673,0.00436125856443215,"15944/16145/73158/54396/107607/15194/228361",7,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of macroautophagy [GO_BP]",2.23338450531216
NA,NA,"GO:0002685","regulation of leukocyte migration","12/282","208/15173",0.00052690395113532,0.00585392083367728,0.00436961511940918,"20293/16149/17096/227541/19271/16859/109934/16423/15894/17698/193385/12977",12,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of leukocyte migration [GO_BP]",2.2325531551051
NA,NA,"GO:0045055","regulated exocytosis","12/282","208/15173",0.00052690395113532,0.00585392083367728,0.00436961511940918,"17096/104015/16409/56193/246256/16859/215449/109934/11938/18751/14389/12048",12,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulated exocytosis [GO_BP]",2.2325531551051
NA,NA,"GO:0060337","type I interferon-mediated signaling pathway","6/282","55/15173",0.000527579481502485,0.00585392083367728,0.00436961511940918,"20846/434341/20847/56045/71586/56417",6,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","type I interferon-mediated signaling pathway [GO_BP]",2.2325531551051
NA,NA,"GO:0071357","cellular response to type I interferon","6/282","55/15173",0.000527579481502485,0.00585392083367728,0.00436961511940918,"20846/434341/20847/56045/71586/56417",6,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","cellular response to type I interferon [GO_BP]",2.2325531551051
NA,NA,"GO:1901652","response to peptide","17/282","368/15173",0.000543020148349813,0.00600726170084898,0.00448407525487293,"20846/20847/16362/20848/67092/19246/23797/19271/19055/107607/14130/18033/11938/18751/15894/16452/11789",17,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","response to peptide [GO_BP]",2.22132344799955
NA,NA,"GO:0014808","release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","4/282","21/15173",0.000544661620133686,0.00600748798873643,0.0044842441657623,"108058/320790/12774/109676",4,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO_BP]",2.22130708884378
NA,NA,"GO:0097553","calcium ion transmembrane import into cytosol","10/282","152/15173",0.000553688619514673,0.00608893182172516,0.00454503730152916,"108058/17096/320790/12774/19264/19055/16438/15194/109676/18854",10,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","calcium ion transmembrane import into cytosol [GO_BP]",2.2154588887496
NA,NA,"GO:0032816","positive regulation of natural killer cell activation","5/282","37/15173",0.000573171948875334,0.00626275278282523,0.00467478464886662,"14964/14972/16362/15040/16452",5,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of natural killer cell activation [GO_BP]",2.20323473138889
NA,NA,"GO:0097191","extrinsic apoptotic signaling pathway","12/282","210/15173",0.000573793319150725,0.00626275278282523,0.00467478464886662,"20684/19264/14827/74256/15194/18854/80707/15894/16452/12048/142980/170755",12,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","extrinsic apoptotic signaling pathway [GO_BP]",2.20323473138889
NA,NA,"GO:0072594","establishment of protein localization to organelle","18/282","404/15173",0.000574564475488553,0.00626275278282523,0.00467478464886662,"15944/20848/16145/14828/56417/245944/17472/15277/19386/54396/19055/11774/16154/18854/269966/16452/15516/218210",18,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","establishment of protein localization to organelle [GO_BP]",2.20323473138889
NA,NA,"GO:0050764","regulation of phagocytosis","8/282","101/15173",0.000585205885294968,0.00636003815514121,0.00474740258235893,"14129/15162/227541/19271/19264/14130/109934/16423",8,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of phagocytosis [GO_BP]",2.19654027892429
NA,NA,"GO:0030168","platelet activation","7/282","78/15173",0.000609230167124198,0.00658252769493376,0.00491347822372992,"17096/18783/19271/56193/14827/14674/16452",7,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","platelet activation [GO_BP]",2.18160730499339
NA,NA,"GO:1904892","regulation of receptor signaling pathway via STAT","7/282","78/15173",0.000609230167124198,0.00658252769493376,0.00491347822372992,"547253/229900/16362/19264/55932/16154/16452",7,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of receptor signaling pathway via STAT [GO_BP]",2.18160730499339
NA,NA,"GO:0009895","negative regulation of catabolic process","15/282","306/15173",0.000624469618813598,0.00672757095152091,0.00502174467026357,"59027/30940/20848/11810/73158/105689/94190/20556/76983/16154/18854/233908/15516/70439/100855",15,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","negative regulation of catabolic process [GO_BP]",2.17214171330534
NA,NA,"GO:0002285","lymphocyte activation involved in immune response","11/282","183/15173",0.000635808263666253,0.00682987079752792,0.00509810561987769,"15900/16362/20848/16149/17079/14190/19264/246256/16859/20556/15894",11,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","lymphocyte activation involved in immune response [GO_BP]",2.16558751190433
NA,NA,"GO:0044790","suppression of viral release by host","4/282","22/15173",0.000656034077436675,0.0069863858936216,0.00521493513461458,"20128/209387/76681/18854",4,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","suppression of viral release by host [GO_BP]",2.15574742974305
NA,NA,"GO:0098901","regulation of cardiac muscle cell action potential","4/282","22/15173",0.000656034077436675,0.0069863858936216,0.00521493513461458,"108058/100986/109676/11938",4,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of cardiac muscle cell action potential [GO_BP]",2.15574742974305
NA,NA,"GO:1903514","release of sequestered calcium ion into cytosol by endoplasmic reticulum","4/282","22/15173",0.000656034077436675,0.0069863858936216,0.00521493513461458,"108058/320790/12774/109676",4,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","release of sequestered calcium ion into cytosol by endoplasmic reticulum [GO_BP]",2.15574742974305
NA,NA,"GO:0002444","myeloid leukocyte mediated immunity","8/282","103/15173",0.000666903807715005,0.0070817922962516,0.00528615052533564,"14964/14972/14129/17096/15040/16409/109934/14389",8,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","myeloid leukocyte mediated immunity [GO_BP]",2.14985681492818
NA,NA,"GO:0006402","mRNA catabolic process","12/282","214/15173",0.000678148914620741,0.0071806282216699,0.0053599258575137,"11810/73158/78781/56463/72446/24128/214290/11920/71701/24127/233908/70439",12,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","mRNA catabolic process [GO_BP]",2.14383755836641
NA,NA,"GO:0002519","natural killer cell tolerance induction","3/282","10/15173",0.000691916371056849,0.00722321710179347,0.00539171600633773,"14964/14972/15040",3,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","natural killer cell tolerance induction [GO_BP]",2.14126933174168
NA,NA,"GO:0032639","TRAIL production","3/282","10/15173",0.000691916371056849,0.00722321710179347,0.00539171600633773,"14964/14972/15040",3,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","TRAIL production [GO_BP]",2.14126933174168
NA,NA,"GO:0032679","regulation of TRAIL production","3/282","10/15173",0.000691916371056849,0.00722321710179347,0.00539171600633773,"14964/14972/15040",3,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of TRAIL production [GO_BP]",2.14126933174168
NA,NA,"GO:0032759","positive regulation of TRAIL production","3/282","10/15173",0.000691916371056849,0.00722321710179347,0.00539171600633773,"14964/14972/15040",3,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of TRAIL production [GO_BP]",2.14126933174168
NA,NA,"GO:1900246","positive regulation of RIG-I signaling pathway","3/282","10/15173",0.000691916371056849,0.00722321710179347,0.00539171600633773,"234311/78781/81702",3,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of RIG-I signaling pathway [GO_BP]",2.14126933174168
NA,NA,"GO:0046718","viral entry into host cell","7/282","80/15173",0.000709869955483081,0.00736095557265565,0.00549452985058058,"20128/209387/17069/16149/76681/78610/20732",7,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","viral entry into host cell [GO_BP]",2.13306580346232
NA,NA,"GO:0032649","regulation of type II interferon production","8/282","104/15173",0.000711069102809154,0.00736095557265565,0.00549452985058058,"15900/12394/15944/60533/16859/16423/16452/142980",8,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of type II interferon production [GO_BP]",2.13306580346232
NA,NA,"GO:0051209","release of sequestered calcium ion into cytosol","8/282","104/15173",0.000711069102809154,0.00736095557265565,0.00549452985058058,"108058/17096/320790/12774/19264/16438/15194/109676",8,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","release of sequestered calcium ion into cytosol [GO_BP]",2.13306580346232
NA,NA,"GO:0030218","erythrocyte differentiation","9/282","130/15173",0.000721940972109955,0.0074526831271295,0.00556299919280153,"20846/20848/12010/17096/22778/56417/12571/16452/107371",9,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","erythrocyte differentiation [GO_BP]",2.12768734369188
NA,NA,"GO:0010543","regulation of platelet activation","5/282","39/15173",0.000734511507614579,0.00756138790894341,0.00564414105851203,"17096/18783/19271/56193/16452",5,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of platelet activation [GO_BP]",2.12139848149971
NA,NA,"GO:0034655","nucleobase-containing compound catabolic process","16/282","345/15173",0.00075457247016127,0.00774638663273591,0.00578223196262959,"56045/276950/11810/73158/78781/56463/245944/72446/24128/214290/20556/11920/71701/24127/233908/70439",16,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","nucleobase-containing compound catabolic process [GO_BP]",2.11090083057827
NA,NA,"GO:0051283","negative regulation of sequestering of calcium ion","8/282","105/15173",0.000757560572806934,0.00775557868183011,0.00578909329844904,"108058/17096/320790/12774/19264/16438/15194/109676",8,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","negative regulation of sequestering of calcium ion [GO_BP]",2.11038579179631
NA,NA,"GO:1903305","regulation of regulated secretory pathway","9/282","131/15173",0.000762847241728581,0.00778765478837815,0.00581303626661112,"17096/16409/16859/215449/109934/11938/18751/14389/12048",9,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of regulated secretory pathway [GO_BP]",2.1085933081568
NA,NA,"GO:0050672","negative regulation of lymphocyte proliferation","7/282","81/15173",0.000764896476786197,0.00778765478837815,0.00581303626661112,"17096/60533/16859/67245/11920/14130/193385",7,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","negative regulation of lymphocyte proliferation [GO_BP]",2.1085933081568
NA,NA,"GO:0030183","B cell differentiation","9/282","132/15173",0.000805623379207963,0.00817983628313619,0.00610577718978666,"15900/22778/19271/19264/74256/14961/11920/21985/18987",9,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","B cell differentiation [GO_BP]",2.08725538850986
NA,NA,"GO:0032945","negative regulation of mononuclear cell proliferation","7/282","82/15173",0.000823242236356838,0.00828185827020165,0.00618193073368647,"17096/60533/16859/67245/11920/14130/193385",7,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","negative regulation of mononuclear cell proliferation [GO_BP]",2.08187220597516
NA,NA,"GO:0006606","protein import into nucleus","10/282","160/15173",0.000825103645242988,0.00828185827020165,0.00618193073368647,"20848/56417/17472/19386/19055/18854/269966/16452/15516/218210",10,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","protein import into nucleus [GO_BP]",2.08187220597516
NA,NA,"GO:0010952","positive regulation of peptidase activity","10/282","160/15173",0.000825103645242988,0.00828185827020165,0.00618193073368647,"20846/20848/637515/13040/17096/107607/383619/18854/16452/19188",10,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of peptidase activity [GO_BP]",2.08187220597516
NA,NA,"GO:0006984","ER-nucleus signaling pathway","5/282","40/15173",0.000826844997294822,0.00828185827020165,0.00618193073368647,"16145/14828/19246/226641/11938",5,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","ER-nucleus signaling pathway [GO_BP]",2.08187220597516
NA,NA,"GO:0034661","ncRNA catabolic process","5/282","40/15173",0.000826844997294822,0.00828185827020165,0.00618193073368647,"276950/56463/20556/71701/24127",5,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","ncRNA catabolic process [GO_BP]",2.08187220597516
NA,NA,"GO:0031098","stress-activated protein kinase signaling cascade","12/282","219/15173",0.000830542668871741,0.00829647205077809,0.00619283908013884,"19106/30940/637515/17096/17948/74256/107607/17318/330177/14130/18033/142980",12,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","stress-activated protein kinase signaling cascade [GO_BP]",2.08110654552744
NA,NA,"GO:0002437","inflammatory response to antigenic stimulus","6/282","60/15173",0.000843255173793785,0.00837829403238543,0.00625391448209416,"14964/14972/14129/15040/14130/15894",6,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","inflammatory response to antigenic stimulus [GO_BP]",2.07684440234174
NA,NA,"GO:0002763","positive regulation of myeloid leukocyte differentiation","6/282","60/15173",0.000843255173793785,0.00837829403238543,0.00625391448209416,"12394/16149/22778/16409/19055/12977",6,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of myeloid leukocyte differentiation [GO_BP]",2.07684440234174
NA,NA,"GO:0051282","regulation of sequestering of calcium ion","8/282","107/15173",0.000857879317841469,0.0084555871061715,0.00631160931491428,"108058/17096/320790/12774/19264/16438/15194/109676",8,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of sequestering of calcium ion [GO_BP]",2.07285623216815
NA,NA,"GO:0071621","granulocyte chemotaxis","8/282","107/15173",0.000857879317841469,0.0084555871061715,0.00631160931491428,"20293/16149/227541/16409/19271/193385/22324/12977",8,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","granulocyte chemotaxis [GO_BP]",2.07285623216815
NA,NA,"GO:1903707","negative regulation of hemopoiesis","8/282","107/15173",0.000857879317841469,0.0084555871061715,0.00631160931491428,"12394/16362/15944/16149/17096/14190/93694/12571",8,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","negative regulation of hemopoiesis [GO_BP]",2.07285623216815
NA,NA,"GO:0006874","intracellular calcium ion homeostasis","13/282","252/15173",0.000893471701420269,0.00878304012059288,0.00655603415142389,"108058/17096/320790/12774/245944/19264/16438/244667/15194/109676/18854/11938/18751",13,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","intracellular calcium ion homeostasis [GO_BP]",2.05635513340268
NA,NA,"GO:0000045","autophagosome assembly","8/282","108/15173",0.00091188996198475,0.0089167920820989,0.00665587229578093,"15944/16145/54396/75909/76983/11938/228361/100855",8,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","autophagosome assembly [GO_BP]",2.04979135993096
NA,NA,"GO:0042102","positive regulation of T cell proliferation","8/282","108/15173",0.00091188996198475,0.0089167920820989,0.00665587229578093,"14964/14972/15944/15040/19264/19055/60533/16452",8,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of T cell proliferation [GO_BP]",2.04979135993096
NA,NA,"GO:0048524","positive regulation of viral process","6/282","61/15173",0.000920896949129836,0.00895191893308235,0.00668209246915114,"20128/229900/16149/73158/56417/55932",6,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of viral process [GO_BP]",2.04808385935218
NA,NA,"GO:0070534","protein K63-linked ubiquitination","6/282","61/15173",0.000920896949129836,0.00895191893308235,0.00668209246915114,"672511/20128/209387/76681/67245/671535",6,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","protein K63-linked ubiquitination [GO_BP]",2.04808385935218
NA,NA,"GO:0006887","exocytosis","15/282","318/15173",0.000924444217053685,0.00895191893308235,0.00668209246915114,"15162/17096/104015/16409/56193/246256/16859/215449/109934/11938/18751/107371/14389/12048/20336",15,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","exocytosis [GO_BP]",2.04808385935218
NA,NA,"GO:0001787","natural killer cell proliferation","4/282","24/15173",0.000925534190836172,0.00895191893308235,0.00668209246915114,"14964/14972/15040/16452",4,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","natural killer cell proliferation [GO_BP]",2.04808385935218
NA,NA,"GO:0072595","maintenance of protein localization in organelle","5/282","41/15173",0.000927559867863902,0.00895191893308235,0.00668209246915114,"20684/14828/338467/15277/18854",5,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","maintenance of protein localization in organelle [GO_BP]",2.04808385935218
NA,NA,"GO:0016553","base conversion or substitution editing","3/282","11/15173",0.000938343610528162,0.008985791784541,0.00670737660402016,"11810/80287/56417",3,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","base conversion or substitution editing [GO_BP]",2.04644364893825
NA,NA,"GO:0070213","protein auto-ADP-ribosylation","3/282","11/15173",0.000938343610528162,0.008985791784541,0.00670737660402016,"243771/52552/671535",3,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","protein auto-ADP-ribosylation [GO_BP]",2.04644364893825
NA,NA,"GO:2000566","positive regulation of CD8-positive, alpha-beta T cell proliferation","3/282","11/15173",0.000938343610528162,0.008985791784541,0.00670737660402016,"14964/14972/15040",3,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of CD8-positive, alpha-beta T cell proliferation [GO_BP]",2.04644364893825
NA,NA,"GO:0042100","B cell proliferation","7/282","84/15173",0.000950453787555297,0.00905496590406151,0.00675901110457399,"16149/17096/17079/19264/67245/11920/14130",7,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","B cell proliferation [GO_BP]",2.04311318065703
NA,NA,"GO:0044409","entry into host","7/282","84/15173",0.000950453787555297,0.00905496590406151,0.00675901110457399,"20128/209387/17069/16149/76681/78610/20732",7,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","entry into host [GO_BP]",2.04311318065703
NA,NA,"GO:0051208","sequestering of calcium ion","8/282","109/15173",0.000968593497655271,0.00920412180079598,0.00687034740037261,"108058/17096/320790/12774/19264/16438/15194/109676",8,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","sequestering of calcium ion [GO_BP]",2.03601764282134
NA,NA,"GO:0051170","import into nucleus","10/282","165/15173",0.00104446636942372,0.00989972471888567,0.00738957495987489,"20848/56417/17472/19386/19055/18854/269966/16452/15516/218210",10,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","import into nucleus [GO_BP]",2.00437688163792
NA,NA,"GO:0050900","leukocyte migration","15/282","322/15173",0.00104831182057882,0.00991082552822735,0.00739786107540588,"20293/16149/17096/227541/16409/14595/19271/16859/109934/16423/15894/17698/193385/22324/12977",15,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","leukocyte migration [GO_BP]",2.00389016918559
NA,NA,"GO:1902532","negative regulation of intracellular signal transduction","20/282","499/15173",0.0010801932313572,0.0101862496575313,0.00760344934245808,"20846/15944/16149/16145/17096/19246/19271/19264/54396/74734/74256/16438/383619/330177/11920/231532/13669/193385/11789/12048",20,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","negative regulation of intracellular signal transduction [GO_BP]",1.99198568378919
NA,NA,"GO:0045070","positive regulation of viral genome replication","4/282","25/15173",0.00108586127745753,0.0101878528968547,0.00760464606837675,"229900/73158/56417/55932",4,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of viral genome replication [GO_BP]",1.99191733447261
NA,NA,"GO:0046426","negative regulation of receptor signaling pathway via JAK-STAT","4/282","25/15173",0.00108586127745753,0.0101878528968547,0.00760464606837675,"547253/229900/16362/55932",4,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","negative regulation of receptor signaling pathway via JAK-STAT [GO_BP]",1.99191733447261
NA,NA,"GO:0045580","regulation of T cell differentiation","10/282","166/15173",0.00109360358890757,0.0102345830820491,0.00763952746318203,"12394/16362/16149/14190/19264/74734/74256/16859/11774/228361",10,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of T cell differentiation [GO_BP]",1.98992984414494
NA,NA,"GO:0051261","protein depolymerization","8/282","112/15173",0.00115583429349941,0.0107371430084836,0.0080146595354034,"260315/12343/78798/104015/56193/15194/17318/11789",8,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","protein depolymerization [GO_BP]",1.96911126246436
NA,NA,"GO:0086001","cardiac muscle cell action potential","5/282","43/15173",0.00115599569897057,0.0107371430084836,0.0080146595354034,"108058/12296/100986/109676/11938",5,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","cardiac muscle cell action potential [GO_BP]",1.96911126246436
NA,NA,"GO:0140894","endolysosomal toll-like receptor signaling pathway","5/282","43/15173",0.00115599569897057,0.0107371430084836,0.0080146595354034,"83490/16362/67245/142980/16363",5,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","endolysosomal toll-like receptor signaling pathway [GO_BP]",1.96911126246436
NA,NA,"GO:0071356","cellular response to tumor necrosis factor","9/282","139/15173",0.0011628970003352,0.0107742407081056,0.0080423508338971,"20846/20293/16362/17948/74256/55932/383619/18033/16452",9,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","cellular response to tumor necrosis factor [GO_BP]",1.96761332607666
NA,NA,"GO:0030968","endoplasmic reticulum unfolded protein response","6/282","64/15173",0.00118713700189511,0.0109713958329757,0.0081895157920471,"19106/16145/14828/19246/52552/226641",6,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","endoplasmic reticulum unfolded protein response [GO_BP]",1.95973811590793
